cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21
48,0.0002,0.0001,100,518.67,642.41,1583.04,1407.63,14.62,21.61,553.47,2388,9065.83,1.3,47.4,521.99,2388.03,8142.25,8.3916,0.03,395,2388,100,39.06,23.3988,518.67,642.296,1586.406,1403.304,14.62,21.61,554.034,2388.038,9063.988,1.3,47.3,522.116,2388.028,8144.11,8.41282,0.03,392.8,2388,100,38.948,23.38096,0,0.246536001,2.034411463,3.598302378,0,0,0.511497801,0.023874673,5.197765866,0,0.192353841,0.090166513,0.024899799,2.916359031,0.020280459,0,1.923538406,0,0,0.103295692,0.047645703
49,0.0006,0.0003,100,518.67,642.05,1591.53,1405.48,14.62,21.61,554.14,2388.07,9057.89,1.3,47.23,521.37,2388.03,8148.84,8.4254,0.03,393,2388,100,38.87,23.3605,518.67,642.296,1587.126,1403.832,14.62,21.61,553.952,2388.042,9061.666,1.3,47.324,521.972,2388.036,8144.094,8.4177,0.03,393.4,2388,100,38.922,23.37704,0,0.246536001,3.077991228,3.705296209,0,0,0.435281518,0.027748874,4.688073165,0,0.168760185,0.348094815,0.013416408,2.883405972,0.019651081,0,1.140175425,0,0,0.103295692,0.048532185
50,0.0003,-0.0004,100,518.67,642.19,1588.34,1400.57,14.62,21.61,553.66,2388.01,9064.85,1.3,47.25,521.52,2388.02,8141.43,8.4201,0.03,394,2388,100,39.01,23.3177,518.67,642.212,1587.25,1404.396,14.62,21.61,553.878,2388.034,9061.234,1.3,47.348,521.852,2388.034,8144.102,8.41906,0.03,393.6,2388,100,38.942,23.37126,0,0.173551145,3.120104165,2.596936657,0,0,0.449911102,0.030495901,4.140003623,0,0.140427917,0.385707143,0.015165751,2.874068545,0.019505204,0,1.140175425,0,0,0.109863552,0.054426767
51,0.0012,-0.0002,100,518.67,642.24,1587.1,1404.95,14.62,21.61,553.75,2388.1,9061.01,1.3,47.47,522.56,2387.97,8145.11,8.4279,0.03,393,2388,100,39.01,23.3056,518.67,642.252,1587.48,1404.664,14.62,21.61,553.72,2388.042,9061.2,1.3,47.328,521.936,2388.022,8144.324,8.41558,0.03,393.8,2388,100,38.986,23.36664,0,0.144637478,3.041718264,2.564484354,0,0,0.256417628,0.042071368,4.141255848,0,0.103053384,0.494499747,0.032710854,2.906902131,0.014584821,0,0.836660027,0,0,0.070922493,0.059670453
52,-0.0022,0.0003,100,518.67,642.62,1588.96,1401.6,14.62,21.61,553.86,2388.07,9066.67,1.3,47.28,522.09,2388,8136.07,8.4314,0.03,391,2388,100,39.04,23.1962,518.67,642.302,1587.794,1404.046,14.62,21.61,553.776,2388.05,9063.25,1.3,47.326,521.906,2388.01,8142.74,8.41928,0.03,393.2,2388,100,38.998,23.31576,0,0.21947665,3.110366538,2.90620543,0,0,0.248656389,0.043011626,3.696620078,0,0.104067286,0.475636416,0.025495098,4.724193053,0.016011777,0,1.483239697,0,0,0.074632433,0.076319873
53,-0.0004,-0.0001,100,518.67,642.41,1588.59,1402.16,14.62,21.61,554.01,2388.08,9064.1,1.3,47.41,521.84,2388.02,8143.15,8.4309,0.03,391,2388,100,38.98,23.4453,518.67,642.302,1588.904,1402.952,14.62,21.61,553.884,2388.066,9062.904,1.3,47.328,521.876,2388.008,8142.92,8.42714,0.03,392.4,2388,100,38.982,23.32506,0,0.21947665,1.625586048,2.151271717,0,0,0.193726611,0.033615473,3.468700045,0,0.105924501,0.473740435,0.023874673,4.717997457,0.004622013,0,1.341640786,0,0,0.066105976,0.090486756
1,-0.0021,-0.0004,100,518.67,642.85,1586.83,1403.72,14.62,21.61,553.81,2388.1,9044.91,1.3,47.51,521.04,2388.15,8126.14,8.432,0.03,392,2388,100,38.98,23.4472,518.67,642.85,1586.83,1403.72,14.62,21.61,553.81,2388.1,9044.91,1.3,47.51,521.04,2388.15,8126.14,8.432,0.03,392,2388,100,38.98,23.4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.0003,0.0005,100,518.67,642.01,1585.04,1408.44,14.62,21.61,552.88,2388.11,9050.68,1.3,47.37,521.78,2388.11,8128.11,8.4518,0.03,394,2388,100,38.8,23.2932,518.67,642.43,1585.935,1406.08,14.62,21.61,553.345,2388.105,9047.795,1.3,47.44,521.41,2388.13,8127.125,8.4419,0.03,393,2388,100,38.89,23.3702,0,0.593969696,1.265721138,3.337544007,0,0,0.657609307,0.007071068,4.080006127,0,0.098994949,0.523259018,0.028284271,1.393000359,0.014000714,0,1.414213562,0,0,0.127279221,0.108894444
3,-0.0016,0,100,518.67,642.35,1584.13,1405.1,14.62,21.61,553.73,2388.13,9047.51,1.3,47.43,521.45,2388.06,8130.37,8.4354,0.03,394,2388,100,38.74,23.251,518.67,642.4033333,1585.333333,1405.753333,14.62,21.61,553.4733333,2388.113333,9047.7,1.3,47.43666667,521.4233333,2388.106667,8128.206667,8.439733333,0.03,393.3333333,2388,100,38.84,23.33046667,0,0.42253205,1.373693319,2.42687728,0,0,0.515396288,0.015275252,2.889688565,0,0.070237692,0.37072002,0.045092498,2.116656168,0.010587414,0,1.154700538,0,0,0.12489996,0.10327252
4,-0.0004,0.0005,100,518.67,642.55,1592.42,1405.92,14.62,21.61,553.79,2388.13,9048.33,1.3,47.5,521.53,2388.11,8127.32,8.4187,0.03,392,2388,100,38.98,23.3807,518.67,642.44,1587.105,1405.795,14.62,21.61,553.5525,2388.1175,9047.8575,1.3,47.4525,521.45,2388.1075,8127.985,8.434475,0.03,393,2388,100,38.875,23.343025,0,0.352703842,3.716615844,1.983288515,0,0,0.44962021,0.015,2.380355366,0,0.065510813,0.307354302,0.036855574,1.784199167,0.013613566,0,1.154700538,0,0,0.123693169,0.087982891
5,0.0021,-0.0001,100,518.67,642.38,1588.13,1399.72,14.62,21.61,553.64,2388.07,9049.37,1.3,47.29,520.93,2388.05,8129.83,8.4501,0.03,391,2388,100,38.8,23.297,518.67,642.428,1587.31,1404.58,14.62,21.61,553.57,2388.108,9048.16,1.3,47.42,521.346,2388.096,8128.354,8.4376,0.03,392.6,2388,100,38.86,23.33382,0,0.306626809,3.251161331,3.214218412,0,0,0.391343839,0.024899799,2.169585214,0,0.092195445,0.353454382,0.040987803,1.751664922,0.013704926,0,1.341640786,0,0,0.112249722,0.078926561
6,0.0007,0.0004,100,518.67,642.74,1590.35,1413.87,14.62,21.61,554.36,2388.1,9047.58,1.3,47.45,521.91,2388.12,8127.98,8.4588,0.03,394,2388,100,38.96,23.3451,518.67,642.406,1588.014,1406.61,14.62,21.61,553.68,2388.108,9048.694,1.3,47.408,521.52,2388.09,8128.722,8.44296,0.03,393,2388,100,38.856,23.3134,0,0.270610421,3.493326495,5.154725987,0,0,0.52881944,0.024899799,1.33945138,0,0.080746517,0.378417759,0.032403703,1.307122795,0.016013526,0,1.414213562,0,0,0.107144762,0.050261665
7,0.004,0.0005,100,518.67,642.34,1589.76,1410.2,14.62,21.61,553.94,2388.1,9047.49,1.3,47.42,521.36,2388.17,8126.82,8.4436,0.03,392,2388,100,38.66,23.372,518.67,642.472,1588.958,1406.962,14.62,21.61,553.892,2388.106,9048.056,1.3,47.418,521.436,2388.102,8128.464,8.44132,0.03,392.6,2388,100,38.828,23.32916,0,0.172249819,3.104894523,5.366667495,0,0,0.283496032,0.025099801,0.813437152,0,0.077910205,0.351965907,0.048682646,1.560810687,0.015285189,0,1.341640786,0,0,0.138996403,0.054518281
8,-0.0023,0.0006,100,518.67,642.24,1590.04,1410.09,14.62,21.61,554.48,2388.1,9043.82,1.3,47.63,521.68,2388.13,8129.85,8.4387,0.03,393,2388,100,38.62,23.3443,518.67,642.45,1590.14,1407.96,14.62,21.61,554.042,2388.1,9047.318,1.3,47.458,521.482,2388.116,8128.36,8.44198,0.03,392.4,2388,100,38.804,23.34782,0,0.196977156,1.535985026,5.397726373,0,0,0.36348315,0.021213203,2.09577432,0,0.123571841,0.368876673,0.043358967,1.412320785,0.015034859,0,1.140175425,0,0,0.165770926,0.032665838
9,0.0032,0.0005,100,518.67,642.87,1591.58,1403.9,14.62,21.61,553.32,2388.14,9044.23,1.3,47.46,521.67,2388.13,8129.6,8.4279,0.03,394,2388,100,38.78,23.3189,518.67,642.514,1589.972,1407.556,14.62,21.61,553.948,2388.102,9046.498,1.3,47.45,521.51,2388.12,8128.816,8.44382,0.03,392.8,2388,100,38.764,23.33546,0,0.27437201,1.242082928,5.657908624,0,0,0.485304028,0.024899799,2.383205824,0,0.121449578,0.3786159,0.043588989,1.359680109,0.011657058,0,1.303840481,0,0,0.133716117,0.028546681
10,-0.0009,0,100,518.67,642.33,1588.11,1405.93,14.62,21.61,553.31,2388.1,9042.43,1.3,47.53,521.59,2388.13,8130.18,8.4246,0.03,392,2388,100,38.94,23.3077,518.67,642.504,1589.968,1408.798,14.62,21.61,553.882,2388.108,9045.11,1.3,47.498,521.642,2388.136,8128.886,8.43872,0.03,393,2388,100,38.792,23.3376,0,0.281300551,1.249507903,3.923515006,0,0,0.555085579,0.017888544,2.312260798,0,0.084083292,0.197661327,0.019493589,1.432019553,0.013633305,0,1,0,0,0.15594871,0.025140605
11,-0.0016,-0.0004,100,518.67,642.11,1590.85,1406.76,14.62,21.61,553.19,2388.15,9051.54,1.3,47.36,521.51,2388.08,8124.2,8.4431,0.03,391,2388,100,38.74,23.2851,518.67,642.378,1590.068,1407.376,14.62,21.61,553.648,2388.118,9045.902,1.3,47.48,521.562,2388.128,8128.13,8.43558,0.03,392.4,2388,100,38.748,23.3256,0,0.290120665,1.306434078,2.733757487,0,0,0.549790869,0.024899799,3.656975526,0,0.104163333,0.132174128,0.031937439,2.573072094,0.00880551,0,1.140175425,0,0,0.124579292,0.033571565
12,-0.0018,0.0003,100,518.67,642.13,1588.56,1406.97,14.62,21.61,553.39,2388.11,9051.03,1.3,47.57,521.26,2388.15,8128.7,8.3837,0.03,392,2388,100,38.62,23.2574,518.67,642.336,1589.828,1406.73,14.62,21.61,553.538,2388.12,9046.61,1.3,47.51,521.542,2388.124,8128.506,8.4236,0.03,392.4,2388,100,38.74,23.30268,0,0.31141612,1.476336682,2.235900266,0,0,0.531479068,0.023452079,4.323256874,0,0.104163333,0.171959298,0.02607681,2.46904435,0.023557165,0,1.140175425,0,0,0.132664992,0.03309021
13,-0.0007,0.0003,100,518.67,642.63,1583.09,1401.16,14.62,21.61,553.9,2388.12,9049.44,1.3,47.51,521.53,2388.1,8129.54,8.4074,0.03,393,2388,100,38.91,23.3313,518.67,642.414,1588.438,1404.944,14.62,21.61,553.422,2388.124,9047.734,1.3,47.486,521.512,2388.118,8128.444,8.41734,0.03,392.4,2388,100,38.798,23.30008,0,0.329666498,3.332171964,2.438407267,0,0,0.276712848,0.020736441,4.143371815,0,0.080808415,0.154012986,0.027748874,2.430448518,0.022683981,0,1.140175425,0,0,0.130460722,0.029295597
14,0.0003,0.0005,100,518.67,643.03,1583.85,1407.83,14.62,21.61,553.56,2388.12,9040.61,1.3,47.51,521.06,2388.08,8130.37,8.4071,0.03,393,2388,100,38.79,23.4092,518.67,642.446,1586.892,1405.73,14.62,21.61,553.47,2388.12,9047.01,1.3,47.496,521.39,2388.108,8128.598,8.41318,0.03,392.2,2388,100,38.8,23.31814,0,0.387659645,3.303047078,2.642602884,0,0,0.275408787,0.018708287,5.111814746,0,0.079874902,0.223494966,0.031144823,2.543760995,0.022164544,0,0.836660027,0,0,0.130192166,0.057782117
15,0.0023,-0.0004,100,518.67,642.82,1591.45,1407.76,14.62,21.61,554.06,2388.11,9042.43,1.3,47.25,521.71,2388.11,8124.11,8.4628,0.03,392,2388,100,38.83,23.3627,518.67,642.544,1587.56,1406.096,14.62,21.61,553.62,2388.122,9047.01,1.3,47.44,521.414,2388.104,8127.384,8.42082,0.03,392.2,2388,100,38.778,23.32914,0,0.412165015,3.895548742,2.799308843,0,0,0.358259682,0.016431677,5.111814746,0,0.131529464,0.25461736,0.028809721,3.006381546,0.031642329,0,0.836660027,0,0,0.108027774,0.060470431
16,0.002,0.0004,100,518.67,643.11,1598.66,1401.54,14.62,21.61,553.53,2388.07,9045.33,1.3,47.44,521.43,2388.08,8132.94,8.4017,0.03,392,2388,100,39.07,23.3018,518.67,642.744,1589.122,1405.052,14.62,21.61,553.688,2388.106,9045.768,1.3,47.456,521.398,2388.104,8129.132,8.41254,0.03,392.4,2388,100,38.844,23.33248,0,0.390998721,6.342079312,3.398936598,0,0,0.279946423,0.020736441,4.447226102,0,0.124016128,0.249539576,0.028809721,3.225177514,0.029712506,0,0.547722558,0,0,0.16486358,0.057833528
17,0.0029,0.0005,100,518.67,642.85,1581.71,1411.93,14.62,21.61,553.51,2388.11,9042.96,1.3,47.46,521.46,2388.1,8131.97,8.4191,0.03,392,2388,100,38.98,23.3514,518.67,642.888,1587.752,1406.044,14.62,21.61,553.712,2388.106,9044.154,1.3,47.434,521.438,2388.094,8129.786,8.41962,0.03,392.4,2388,100,38.916,23.35128,0,0.188467504,7.178531883,4.607573114,0,0,0.251733987,0.020736441,3.401562876,0,0.107377838,0.237634173,0.013416408,3.440062499,0.024959908,0,0.547722558,0,0,0.113048662,0.039788905
18,-0.0023,0.0003,100,518.67,642.46,1584.37,1406.8,14.62,21.61,553.97,2388.12,9052.2,1.3,47.34,521.29,2388.12,8124.93,8.4192,0.03,392,2388,100,38.85,23.3673,518.67,642.854,1588.008,1407.172,14.62,21.61,553.726,2388.106,9044.706,1.3,47.4,521.39,2388.098,8128.864,8.42198,0.03,392.2,2388,100,38.904,23.35848,0,0.251455762,6.991088613,3.717360623,0,0,0.266326867,0.020736441,4.515399207,0,0.104163333,0.238641991,0.017888544,4.080622502,0.024057161,0,0.447213595,0,0,0.116961532,0.038506064
19,0.0029,-0.0003,100,518.67,642.43,1592.25,1402.92,14.62,21.61,553.73,2388.09,9049.82,1.3,47.47,521.17,2388.07,8127.22,8.432,0.03,393,2388,100,38.9,23.3796,518.67,642.734,1589.688,1406.19,14.62,21.61,553.76,2388.1,9046.548,1.3,47.392,521.412,2388.096,8128.234,8.42696,0.03,392.2,2388,100,38.926,23.35256,0,0.287106252,6.747126796,4.126136207,0,0,0.25019992,0.02,4.300182554,0,0.094710084,0.203027092,0.020736441,4.032868706,0.022748472,0,0.447213595,0,0,0.099146356,0.030121305
20,-0.002,0.0004,100,518.67,642.11,1586.74,1409.28,14.62,21.61,553.24,2388.14,9046.88,1.3,47.49,522.03,2388.12,8126.13,8.4284,0.03,393,2388,100,38.73,23.3354,518.67,642.592,1588.746,1406.494,14.62,21.61,553.596,2388.106,9047.438,1.3,47.44,521.476,2388.098,8128.638,8.42008,0.03,392.4,2388,100,38.906,23.3471,0,0.390794063,6.768384593,4.322068949,0,0,0.272176413,0.027018512,3.645479392,0,0.058736701,0.330726473,0.022803509,3.593726478,0.011735289,0,0.547722558,0,0,0.128957357,0.030297525
21,0.0027,-0.0002,100,518.67,642.83,1584.95,1402.98,14.62,21.61,553.15,2388.11,9040.95,1.3,47.43,521.55,2388.09,8127.03,8.4326,0.03,394,2388,100,38.86,23.4104,518.67,642.536,1586.004,1406.782,14.62,21.61,553.52,2388.114,9046.562,1.3,47.438,521.5,2388.1,8127.456,8.42626,0.03,392.8,2388,100,38.864,23.36882,0,0.309644958,3.929806611,3.940573562,0,0,0.339852909,0.018165902,4.662930409,0,0.058906706,0.330907842,0.021213203,2.681059492,0.006686404,0,0.836660027,0,0,0.090719347,0.028582197
22,0.0012,0.0004,100,518.67,642.52,1582.69,1411.48,14.62,21.61,553.17,2388.06,9052.02,1.3,47.32,521.24,2388.13,8131.19,8.4124,0.03,393,2388,100,39,23.3353,518.67,642.47,1586.2,1406.692,14.62,21.61,553.452,2388.104,9048.374,1.3,47.41,521.456,2388.106,8127.3,8.42492,0.03,393,2388,100,38.868,23.3656,0,0.256612548,3.678505131,3.796092728,0,0,0.374593113,0.030495901,4.673604605,0,0.076485293,0.351539471,0.025099801,2.355695226,0.008813172,0,0.707106781,0,0,0.097313925,0.031764996
23,0.0027,-0.0003,100,518.67,642.57,1575.77,1405.23,14.62,21.61,553.09,2388.12,9044.19,1.3,47.49,521.38,2388.08,8131.97,8.4539,0.03,392,2388,100,38.99,23.3806,518.67,642.492,1584.48,1406.378,14.62,21.61,553.276,2388.104,9046.772,1.3,47.44,521.474,2388.098,8128.708,8.43186,0.03,393,2388,100,38.896,23.36826,0,0.260230667,6.016011968,3.849483082,0,0,0.259383885,0.030495901,4.399030575,0,0.071414284,0.343118055,0.025884358,2.66818665,0.014807025,0,0.707106781,0,0,0.110136279,0.032491507
24,-0.0012,0,100,518.67,642.12,1589.55,1408.37,14.62,21.61,553.21,2388.11,9045.53,1.3,47.28,521.38,2388.06,8123.64,8.4316,0.03,393,2388,100,38.84,23.3507,518.67,642.43,1583.94,1407.468,14.62,21.61,553.172,2388.108,9045.914,1.3,47.402,521.516,2388.096,8127.992,8.43178,0.03,393,2388,100,38.884,23.36248,0,0.310724959,5.211612035,3.366893227,0,0,0.057619441,0.029495762,4.061321214,0,0.097313925,0.307619895,0.028809721,3.513690368,0.01480716,0,0.707106781,0,0,0.112827302,0.03254039
25,-0.0006,0.0003,100,518.67,642.69,1588.03,1396.61,14.62,21.61,553.82,2388.14,9043.15,1.3,47.36,522.05,2388.07,8125.22,8.4248,0.03,395,2388,100,38.78,23.2456,518.67,642.546,1584.198,1404.934,14.62,21.61,553.288,2388.108,9045.168,1.3,47.376,521.52,2388.086,8127.81,8.43106,0.03,393.4,2388,100,38.894,23.34452,0,0.26651454,5.412921577,5.653559056,0,0,0.30053286,0.029495762,4.180349268,0,0.084439327,0.315990506,0.027018512,3.65497606,0.015097285,0,1.140175425,0,0,0.0968504,0.062350437
26,0.0046,0.0005,100,518.67,642.43,1586.86,1404.38,14.62,21.61,553.95,2388.06,9047.92,1.3,47.49,521.23,2388.13,8126.99,8.4308,0.03,393,2388,100,39.11,23.3263,518.67,642.466,1584.58,1405.214,14.62,21.61,553.448,2388.098,9046.562,1.3,47.388,521.456,2388.094,8127.802,8.4307,0.03,393.2,2388,100,38.944,23.3277,0,0.215011628,5.545042831,5.566590518,0,0,0.403881171,0.036331804,3.534369817,0,0.097313925,0.339897043,0.033615473,3.657153264,0.015072823,0,1.095445115,0,0,0.13277801,0.05031784
27,-0.0035,-0.0004,100,518.67,641.7,1593.58,1407.33,14.62,21.61,553.94,2388.04,9050.86,1.3,47.47,521.55,2388.11,8125.51,8.4521,0.03,392,2388,100,39.05,23.3549,518.67,642.302,1586.758,1404.384,14.62,21.61,553.602,2388.094,9046.33,1.3,47.418,521.518,2388.09,8126.666,8.43864,0.03,393,2388,100,38.954,23.33162,0,0.398208488,6.646417832,4.629198635,0,0,0.417935402,0.042190046,3.097620054,0,0.094180677,0.318229477,0.029154759,3.194578219,0.013384805,0,1.224744871,0,0,0.139749776,0.051799585
28,0.0015,0.0003,100,518.67,642.4,1592.49,1412.61,14.62,21.61,553.64,2388.1,9050.78,1.3,47.49,521.3,2388.13,8129.09,8.4279,0.03,392,2388,100,38.97,23.3029,518.67,642.268,1590.102,1405.86,14.62,21.61,553.712,2388.09,9047.648,1.3,47.418,521.502,2388.1,8126.09,8.43344,0.03,393,2388,100,38.95,23.31608,0,0.37625789,2.868252081,5.953494772,0,0,0.307197005,0.04,3.351055058,0,0.094180677,0.328740019,0.033166248,2.055833164,0.010769076,0,1.224744871,0,0,0.138744369,0.044584549
29,0.001,-0.0002,100,518.67,642.2,1583.91,1413.5,14.62,21.61,553.41,2388.09,9046.42,1.3,47.57,521.98,2388.1,8127.85,8.4331,0.03,393,2388,100,38.67,23.2909,518.67,642.284,1588.974,1406.886,14.62,21.61,553.752,2388.086,9047.826,1.3,47.476,521.622,2388.108,8126.932,8.43374,0.03,393,2388,100,38.916,23.30412,0,0.370040538,4.018137628,6.866267545,0,0,0.228407531,0.038470768,3.231946782,0,0.075365775,0.378774339,0.024899799,1.616793122,0.01072581,0,1.224744871,0,0,0.185418446,0.040839344
30,-0.0031,0,100,518.67,641.61,1589.98,1405.03,14.62,21.61,552.61,2388.15,9043.8,1.3,47.33,522.3,2388.14,8128.57,8.4311,0.03,394,2388,100,38.97,23.2102,518.67,642.068,1589.364,1408.57,14.62,21.61,553.51,2388.088,9047.956,1.3,47.47,521.672,2388.122,8127.602,8.435,0.03,392.8,2388,100,38.954,23.29704,0,0.388548581,3.998190841,4.250052941,0,0,0.551225907,0.042071368,3.001712844,0,0.087177979,0.457678927,0.016431677,1.410999646,0.009737556,0,0.836660027,0,0,0.169351705,0.054353362
31,-0.0005,0.0003,100,518.67,642.66,1593.21,1402.68,14.62,21.61,552.93,2388.13,9050.58,1.3,47.32,521.87,2388.12,8129.12,8.4429,0.03,393,2388,100,39,23.2772,518.67,642.114,1590.634,1408.23,14.62,21.61,553.306,2388.102,9048.488,1.3,47.436,521.8,2388.12,8128.028,8.43742,0.03,392.8,2388,100,38.932,23.28722,0,0.450754922,4.012459346,4.71194758,0,0,0.536218239,0.042071368,3.221415838,0,0.108074049,0.38723378,0.015811388,1.498839551,0.009934385,0,0.836660027,0,0,0.150066652,0.052135564
32,-0.0006,0.0001,100,518.67,642.54,1585.93,1410.09,14.62,21.61,553.52,2388.08,9043.7,1.3,47.67,521.86,2388.15,8125.7,8.4461,0.03,395,2388,100,38.86,23.3358,518.67,642.282,1589.104,1408.782,14.62,21.61,553.222,2388.11,9047.056,1.3,47.476,521.862,2388.128,8128.066,8.43622,0.03,393.4,2388,100,38.894,23.2834,0,0.412819573,4.066433327,4.741726479,0,0,0.435511194,0.029154759,3.484089551,0,0.151921032,0.361137093,0.019235384,1.419341397,0.007864604,0,1.140175425,0,0,0.136124943,0.046311284
34,0.0013,0.0005,100,518.67,642,1588.66,1403.4,14.62,21.61,553.51,2388.11,9046.15,1.3,47.54,521.5,2388.16,8120.11,8.4272,0.03,394,2388,100,38.81,23.342,518.67,642.27,1589.594,1404.652,14.62,21.61,553.188,2388.124,9044.102,1.3,47.472,521.78,2388.142,8126.466,8.43392,0.03,393.8,2388,100,38.876,23.28608,0,0.448998886,2.639929923,3.236104139,0,0,0.402392843,0.029664794,5.186407234,0,0.148222805,0.364485939,0.014832397,3.809347713,0.010211856,0,0.836660027,0,0,0.108765803,0.05447873
35,-0.0033,0,100,518.67,642.39,1585.77,1407.98,14.62,21.61,553.77,2388.13,9042.31,1.3,47.34,521.83,2388.11,8129.3,8.4568,0.03,391,2388,100,39.07,23.3539,518.67,642.426,1588.752,1405.242,14.62,21.61,553.42,2388.12,9043.804,1.3,47.474,521.686,2388.136,8126.612,8.43906,0.03,393.2,2388,100,38.896,23.31482,0,0.256670996,3.114726312,3.573572442,0,0,0.309515751,0.026457513,5.250507595,0,0.14587666,0.234158066,0.020736441,3.922457138,0.014147191,0,1.483239697,0,0,0.136124943,0.040569595
36,-0.0011,-0.0002,100,518.67,642.11,1592.19,1410.44,14.62,21.61,553.71,2388.13,9047.52,1.3,47.44,521.77,2388.09,8125.29,8.4014,0.03,393,2388,100,38.76,23.2998,518.67,642.316,1588.548,1406.794,14.62,21.61,553.576,2388.12,9043.192,1.3,47.498,521.666,2388.13,8125.846,8.43076,0.03,393.2,2388,100,38.848,23.31934,0,0.249058226,2.763334942,3.856602131,0,0,0.162419211,0.026457513,4.367295502,0,0.122147452,0.218242984,0.029154759,3.676496974,0.021561841,0,1.483239697,0,0,0.132551877,0.036372215
37,-0.0006,-0.0004,100,518.67,642.79,1582.14,1403.02,14.62,21.61,553.12,2388.06,9045.2,1.3,47.62,521.65,2388.1,8130.36,8.4354,0.03,391,2388,100,38.73,23.3496,518.67,642.366,1587.79,1405.38,14.62,21.61,553.496,2388.116,9043.492,1.3,47.488,521.624,2388.12,8126.778,8.42862,0.03,392.4,2388,100,38.822,23.3221,0,0.320203061,3.933185732,3.635794274,0,0,0.263780212,0.034351128,4.461420177,0,0.105451411,0.189947361,0.029154759,4.185638541,0.020143038,0,1.341640786,0,0,0.142021125,0.038400521
38,0.004,-0.0001,100,518.67,642.72,1583.82,1403.63,14.62,21.61,553.62,2388.09,9043.19,1.3,47.31,521.21,2388.13,8129.22,8.4214,0.03,393,2388,100,38.88,23.2142,518.67,642.402,1586.516,1405.694,14.62,21.61,553.546,2388.104,9044.874,1.3,47.45,521.592,2388.118,8126.856,8.42844,0.03,392.4,2388,100,38.85,23.3119,0,0.353086392,3.992659515,3.332533571,0,0,0.257546112,0.029664794,2.129889668,0,0.13114877,0.248032256,0.027748874,4.236759375,0.020217517,0,1.341640786,0,0,0.135462172,0.058700511
39,-0.0008,0.0004,100,518.67,642.79,1581.71,1404.19,14.62,21.61,554,2388.14,9047.81,1.3,47.6,521.21,2388.09,8125.25,8.4683,0.03,391,2388,100,38.88,23.2764,518.67,642.56,1585.126,1405.852,14.62,21.61,553.644,2388.11,9045.206,1.3,47.462,521.534,2388.104,8127.884,8.43666,0.03,391.8,2388,100,38.864,23.29878,0,0.301164407,4.260449507,3.213171331,0,0,0.324853813,0.03391165,2.479239803,0,0.143596657,0.302787054,0.016733201,2.428338938,0.026853454,0,1.095445115,0,0,0.13390295,0.057611995
40,-0.0015,0.0003,100,518.67,642.58,1594.83,1409.69,14.62,21.61,552.99,2388.1,9044.35,1.3,47.65,521.72,2388.13,8126.34,8.4018,0.03,394,2388,100,39.01,23.2179,518.67,642.598,1586.938,1406.194,14.62,21.61,553.488,2388.104,9045.614,1.3,47.524,521.512,2388.108,8127.292,8.42566,0.03,392.4,2388,100,38.852,23.27158,0,0.285954542,6.122537872,3.567734575,0,0,0.421983412,0.032093613,2.006247741,0,0.144672043,0.278962363,0.020493902,2.356580149,0.02778953,0,1.341640786,0,0,0.111669154,0.057185505
41,-0.0025,0,100,518.67,642.78,1589.15,1409.06,14.62,21.61,554.41,2388.09,9053.35,1.3,47.43,521.97,2388.08,8127.24,8.4488,0.03,391,2388,100,38.99,23.2518,518.67,642.732,1586.33,1405.918,14.62,21.61,553.628,2388.096,9046.78,1.3,47.522,521.552,2388.106,8127.682,8.43514,0.03,392,2388,100,38.898,23.26198,0,0.089833179,5.599174046,3.190590854,0,0,0.594785676,0.028809721,4.047073016,0,0.146184815,0.334095795,0.023021729,2.088544948,0.025429274,0,1.414213562,0,0,0.111669154,0.055260311
